ID	Content
0	魔理沙小姐，您的雾雨魔法店真的什么委托都接吗？
1	当然呐！只要是和魔法有关的委托都接受！
2	不管是占卜、找宠物、打扫屋子，甚至是帮忙解决异变都是雾雨魔法店的业务范围哦。
3	除了占卜和魔女能沾点关系，其他都和魔法没有什么关系吧……
4	委托内容和魔法没有关系也无所谓，反正我会使用魔法来华丽地把委托解决掉Da☆Ze~
5	哦……
6	怎么样？要不要试试委托点什么？
7	唔，真的什么都可以？
8	什么都可以哦！
9	您看，魔法森林不是有非常多蘑菇嘛？但是到底什么蘑菇可以食用什么蘑菇不能食用，感觉完全分不清……
10	哎呀，这个三言两语可说不清呐。
11	就没有门道在里面吗？比如什么“颜色深的蘑菇都是有毒的”？
12	哦哦！还有菌柄上同时有菌环和菌托的蘑菇多数有毒、有虫子取食痕迹的蘑菇是无毒的——
13	对对！就是这些！多告诉我一些窍门吧！
14	类似的民间传说有不少呢。只不过，这些辨别蘑菇的方法都不靠谱。
15	诶！？
16	有些毒菌和食用菌从外表上是看不出区别的，就连我都不敢保证自己能辨别出所有的蘑菇。要是不想蘑菇中毒，最好还是别食用不熟悉的蘑菇。
17	好吧……
18	虽然没办法告诉你通用的蘑菇识别法则，不过你想知道这个也是为了采集食用蘑菇吧？
19	对啊！难得魔法森林有那么多蘑菇，但要是采到毒蘑菇给客人食用，那我的店也就再也开不下去了——
20	这简单，我亲自带你采集一些可食用蘑菇不就可以了嘛~
21	好呀！那我们现在就去吧！
22	别急嘛。森林这么大，这可是个体力活咧。吃饱了再干吧！
23	说的也是。我的肚子正好也有点饿了！
24	不过，我这儿就只剩些蘑菇了，你去买点肉回来吧。
25	没问题！
26	行！有这些食材足够了，就随便做个蘑菇肉片吧！
27	啊！是很基本的家常菜呢。
28	是简单却美味料理哦！稍等一下，马上就做好了——
29	做好了——！快点吃吧，吃完还要去采蘑菇呢~
30	好的！难得有这么多蘑菇，回头我也把这个料理挂到店里的菜单里吧~
