ID	Content
0	觉小姐，您今天的脸色似乎比昨天还要差一些。地底的工作怎么会那么忙啊？
1	本来有宠物们帮忙，我是不至于这么忙的……
2	最近，地底的妖怪不知道为什么变得特别活跃，闹腾得比以往都要严重。地灵殿的工作也随之变多了。
3	这么多工作，怎么做得完啊？
4	总会做得完的。
5	您真是我见过最辛劳的领主了。
6	……我倒是觉得，我比你见过的那些人都要幸运多了。
7	您怎么知道？
8	你心中回忆到的那些人，你们过去发生的点点滴滴我都能看到。
9	……站在您面前还真是需要一些勇气啊。
10	呵呵，就你的鸟脑袋——
11	鸟脑袋怎么了嘛。
12	使用读心的能力需要耗费精力。为了你的鸟脑袋，不值得。
13	诶——我还以为这个能力是被动的呢！
14	当然不是。过度使用能力甚至会让我虚弱倒下。
15	那您还这么频繁地使用读心能力……刚刚还读了我的回忆来着。
16	那是因为——读心能力实在是太美妙了。拥有这样的能力，谁能忍得住不使用呢？
17	……是、是吗？
18	你显然不这样认为。
19	毕竟就是因为这个能力才导致您被他人厌恶啊。难道孤零零地活着也没关系吗？
20	孤零零？这里到处都是宠物，怎么就孤零零了？
21	这倒也是……虽然人类和妖怪不太愿意接近您，不过动物们似乎都很亲近您呢。
22	人类和妖怪是不会去理解区区动物的心情的。但读心术可以拉近我和动物们的距离——
23	读心能力实在是太美妙了！如果满分是十分，我要给这个能力打十一分。
24	我已经充分理解您有多喜欢这个能力了……不过，看看您眼底的乌云，您还是多保重身体吧……
25	我确实感到有些累了。所以才和你说这许多话。本想藉此活跃下脑子，打起精神。结果不仅没有起到什么作用，反而把时间给浪费了……
26	累了就去休息呀。撑着精神说话怎么可能恢复精神啊？
27	就算撑不住也只能撑着。今日事今日毕，在没有完成今天的工作之前，我是绝对不会休息的——
28	只是，越是疲劳，效率就越低，工作时间就越长，就越是疲劳……
29	……上次给您带来的提神饮料呢？
30	我已经喝完了。感觉作用越来越不明显。还有其他能够提神的吗？
31	唔……如果饮料的作用不明显的话，那就试试料理吧！
32	能够提神的料理？
33	嗯……虽然只是暂时的……
34	这样就足够了。只要能够暂时增加我的工作效率，就能节约出不少时间。
35	……好吧。我这就去准备！
36	有劳了。
37	觉小姐，这些料理对您有用吗？
38	……感觉从心底涌出了力量。这股力量足够让我把剩下的工作做完了！
39	太好了！快点做完去休息吧！
40	嗯！——
41	完成了！
42	辛苦了！
43	真不可思议，这世上居然还有这种能够让人内心涌出力量的料理。如果布丁也能有这样的效果就好了。
44	唔……也不是不行……
45	……你的内心已经有想法了啊。真快。我都有些敬佩你了……提神布丁？为我量身定做的啊？
46	诶诶！？都这么累了就别读心啦……这样不就没有惊喜了嘛！
47	不，我非常期待哦。谢谢你。
48	那做好以后，您务必要来尝尝哦！
49	当然。希望它不虚此名吧~
