ID	Context
0	丰姬小姐，您在看什么呀？
1	我在瞭望月之都，你看——
2	月之都就算开着窗户，也不会有虫子进入。因为像虫子这样蒙昧的生物在月之都根本不存在，就连温度也常保持着适温。
3	研究者能够埋头于自己的研究中，对可能存在的理想进行辩论。没有衣食的困扰，也不需要为死亡而恐惧，能够永永远远地从事研究。
4	月之都是多么舒适的地方啊——
5	在这样的地方居住，会将地上看作监狱也不是不能理解……
6	但你绝对还是更喜欢幻想乡吧？
7	是的！在我心里没有任何地方能比得上幻想乡啦。
8	呵呵……我也是，最喜欢月之都了。
9	丰姬小姐……为什么，您看起来好像有点忧伤？
10	哎呀，小麻雀也会察言观色了呢。
11	唔，虽然我是笨蛋，不！正因为我是笨蛋，所以丰姬小姐……
12	如果您有什么难过的事情，都可以放心告诉我的！
13	……
14	噗呲！是呢——你还真是个笨蛋——
15	谢谢你。我只是在瞭望月都的同时，心却不由自主地感受着更辽阔的地方。
16	什么意思？您想去旅行吗？
17	……是呀。真想去旅行呢。
18	如果您到地上来旅行的话，可一定要来我的演唱会哦！
19	……
20	您看，我还给您准备了VIP门票哦！这是我和响子一起画的，很可爱吧？
21	谢谢你……只可惜，我并没有旅行的自由。
22	为什么呀？您不是可以随时移动到任何地方吗？
23	是啊，拥有师父大人赐予的这种能力的我，理应不受任何束缚……
24	丰姬小姐，是有什么阻拦您去旅行吗？
25	……
26	其实，月之使者的首领原本并不是我们姐妹，而是师父大人。
27	所以这个职位是永琳小姐传给你们的？啊，您是想说因为工作太忙所以走不开吗？
28	并不是这么单纯的原因……
29	师父大人是最初和月夜见大人一起建设月都的贤者，深受月之民的信赖。但这样的师父大人，居然背叛了月之都，到地上归隐了。
30	当然，我们都相信，师父大人做任何事都有她的理由。她的决断并非总被理解，我们能做的就是继续信赖她。
31	但兵不能无将，于是作为师父大人的弟子，我和依姬被匆忙选任空缺的月之使者首领一职。
32	我觉得以能力来说，您和依姬小姐当之无愧呀……诶？难道您其实不想……
33	你知道吗，我们姐妹继任后收到的第一个命令，就是找到师父大人并把她带回来。
34	……
35	师父大人是将我们姐妹抚养长大的人，是我和依姬的启明之光，要我们亲手逮捕她……
36	这对你们来说太残忍了！
37	所以，就算过了近千年，直到现在，这个使命也没有达成。
38	可是这样的话，您和依姬小姐……
39	我们对外的说法是，因为师父大人的罪还没有赎清。
40	对于月之都而言，地上就是监狱，罪人在赎清罪恶前都会被幽闭在那里。也就是说师父大人还没有回归月之都的资格。
41	不愧是您！这样的解释很完美！
42	噗呲——这种说法也就能骗骗兔子，不过是为了维护着我们作为月之使者首领的威严罢了。毕竟对月之都来说，目前还没有比我们姐妹更合适的继任者。
43	也许就是因为与地上的罪人有着这样的关系，所以我们姐妹在月之都并不是很受信赖。
44	真没想到……您二位的处境原来是这样的……
45	所以能够连接山海的我，该做的事便是什么也不做。毕竟一旦我想，便可以带着庞大的军队瞬间出现在任何一处。
46	而正直聪慧的依姬，则担任了多数与军队相关的工作。这些都是为了让高层们放心。
47	对不起……我还一直误会您在偷懒……
48	哎呀。也不算是误会，毕竟我最喜欢清闲了嘛～
49	……
50	总之，由于职务和能力的关系，即使在月之民中，我们和地上的距离也是最近的。
51	所以，如果我们擅自行动……大概会引起猜测和恐慌吧？
52	真没想到，像你这样的大人物，甚至还拥有能够随意移动到任何地方的能力……却不能随心所欲。
53	这世上，能够随心所欲的人又能有多少呢？
54	是吗？我觉得幻想乡里的大家都挺随心所欲的……
55	这样啊……那就难怪师父会选择到地上归隐了。
56	丰姬小姐也会有归隐的一天吗？
57	我会朝着这个方向努力的哦！为了过上更清闲的生活～
58	您还真是……
59	你也应该偶尔享受一下清闲。一直在店里忙碌着，会积累很多疲惫和压力吧？
60	我正好有个有趣的道具，使用得当的话，或许能帮你减轻不少负担呢。
61	咦？
62	使用方法就看说明书吧。今天的活动量已经够多了，现在是桃子时间——
63	啊！！！等等——
64	怎么了？
65	您还没有收下我的演唱会门票呢！
66	诶？不是说——
67	我相信总有一天，丰姬小姐一定会梦想成真！不管要花上多少时间，我随时欢迎您来听我的演唱会！
68	……
69	真是让人期待啊。那我就先收下了！要是真有那一天，我一定会盛装出席为你加油的。
70	嘿嘿！那么，未来的某一天，我们演唱会见！
