ID	Context
0	铃铃，今天的风似乎有股鸟腥味呢？
1	胡说！才没有风呢！
2	你怎么还敢来呀？因为是鸟脑袋吗？
3	嘿嘿。我已经查过了哦！
4	铃兰虽然全株有毒，但它的香气是没有毒的！
5	之前是我不小心，接下来只要注意不触碰到它们就好了~
6	放着这么美妙的毒却连碰都不碰，真是笨蛋。
7	碰了才是笨蛋呢。你一直待在这种毒性强烈的地方没问题吗？
8	啊哈，没看出来吗？
9	我既没有活着也没有死去哦。因为我是被抛弃掉的人偶。
10	什么意思？
11	知道为什么毒药会对肉体有效吗？
12	咦？因为……唔……
13	那是因为，身体是听从毒的命令而行动着的。
14	有少量毒性的时候，身体会听从命令而动作。不过当吸收了大量毒性的时候，命令就会失控进而自毁。
15	所以说身体是由毒构成的也不算夸张呢。
16	咦？难道我的身体也是由毒构成的吗？
17	没错！而对于不具有带毒的身体的人偶来说，毒和化妆品没有区别~
18	原来是这样……像你这么自由自在地行动的人偶还真是没见过呢。
19	嗯哼哼，厉害吧？
20	我可以自由自在地行动，自由自在地想东西，这全是靠了毒。靠铃铃的毒。
21	这么说，铃铃果然就是指这片铃兰吧？
22	你在说什么啊？铃铃就是铃铃啊。
23	唔……（这是连大脑都被毒给侵袭了吗？）
24	偶尔还是离开这里，去别的地方看看吧。
25	别的地方？
26	比如我的店？要是你来的话，我会做很多料理来招待你哦！
27	好呀好呀！虽然我最喜欢的就是铃铃的毒，不过偶尔也想尝尝别的毒。
28	……诶？
29	做不出来吗？
30	这个有点……
31	明明人类都可以做得出来啊。是你的功夫还没到家吧？
32	人类怎么可能做毒料理？
33	铃兰田野的外围长了一些有毒的野菜，偶尔会有人类来挖掘哦。
34	可能是用来毒老鼠？
35	才不是。我和铃铃都听到了！他们说要拿回去做菜！
36	咦？就连人类都能吃的有毒的野菜……
37	不。按那个毒性来说，人类应该是不能吃的。但人类确实在吃的话……那就是厨师的水平问题吧？
38	哼哼。该是多不入流的厨师，才会把毒给摒弃掉。
39	……
40	你看起来也没有搞明白嘛。我还是去问问慧音老师吧！
41	慧音老师，您知道这个野菜是什么吗？
42	这是素有“树上青菜”之称的香椿哦。
43	“树上青菜”？
44	香椿中富含维生素C、优质蛋白质和磷、铁等矿物质，是蔬菜中不可多得的珍品。
45	这样啊。我听说这种野菜有毒，看来应该是误会。
46	“毒”也是确实存在的。
47	诶？
48	香椿中含有极大量的亚硝酸盐和硝酸盐等物质。
49	这些物质不仅会增加我们的心脏负担，还会影响我们体内消化系统的正常运转。
50	既然这样，您为什么还说它是蔬菜中的珍品？听说还有很多人类在食用……
51	香椿当然可以食用。秘诀是食用前用开水焯一下，它当中的硝酸盐和亚硝酸盐成分会相对减少，而其中所含有的营养成分仍然存在。
52	顺便一说，焯水后的香椿芽颜色还会变得更漂亮哦。
53	原来是这样……
54	我明白了！谢谢慧音老师！这些香椿就送给您了~
55	谢谢。那我就不客气了。
56	梅蒂欣——梅梅——
57	太吵啦！铃铃有一百种让你闭嘴的方法哦！
58	诶嘿嘿，我知道该怎么料理香椿了！
59	香椿？
60	就是你说的那种毒野菜。
61	太好了！快做给我尝尝吧！
62	在这里怎么做嘛。之后到我的店里来吧！我会特别为你准备不去毒的版本~
63	看在毒的份上，那我就去尝尝吧——
