ID	Content
0	这棵树上的花的颜色好特别啊——
1	老板娘？你怎么跑到我家来啦？
2	咦？魔理沙小姐！
3	啊！我知道了，你是来委托的对吧！
4	……委托？
5	没错！亏你一路找到这里来，一定有相当紧急的事情吧？
6	我的“雾雨魔法店”是什么委托都能接的万事屋，不管你有啥事，尽管包在我身上~
7	不……我只是随便逛逛而已……
8	就算你是随便逛逛，既然都到这来了，不如就随便委托点什么吧？
9	随便委托点什么……
10	没错没错，你可是今天的第一个客人，我可以算你便宜点哦。
11	……看起来也不像是平常会有客人的样子嘛。
12	瞧不起谁呢，我前阵子还接了个大生意咧！
13	哇——真厉害！是什么大生意啊？
14	嘿嘿，是只有我这种厉害的魔法使才能做的超——级——大生意哦！
15	到、到底有多“大”……
16	这个嘛，大概就像星星那么大吧~
17	星星？……那看起来也不是很大嘛。
18	哈哈哈，吹牛时踢到铁板大概就是这种感觉吧。
19	啊？
20	没什么——哎，看来今天也开不了张啊。白高兴一场啦。
21	唔……对不起……
22	算啦算啦~既然没什么事，那我就去找灵梦玩好了。
23	那您慢走……
24	怎么？你还不走啊？
25	现在时间还早啦。我平时也不常来，想再稍微逛一下。
26	森林可不是什么散步的好地方，而且最近还……
27	最近怎么了吗？
28	唔，我也说不清楚，总觉得森林最近不是很太平……
29	什么啊，怪唬人的……
30	总之，没事就少来这边闲逛呗，又不是什么好地方。
31	是吗？我倒觉得这地方挺好的，资源那么多，我还想着要不要来这儿开店呢——
32	！？
33	我觉得……也不是不可以！
34	诶？
35	不，赶紧来这儿开店吧，森林的资源可不是一般的多，一定能大大减少你开店的成本哦！
36	您刚刚不是这样说的啊，变卦得真快。
37	嘿嘿，如果你在森林开店，那我不就每天都能好好犒劳自己的胃么~
38	我记得魔理沙小姐应该也算是蛮擅长做饭的吧？
39	那不是没办法嘛。能吃上更好吃的料理，又不用自己动手，那肯定更惬意呀。
40	尤其是晚上做完魔法实验又饿又累，自己做饭提不起劲，想吃顿夜宵还得跑那么老远……
41	没想到你居然有来森林开店的想法，我举扫把欢迎哦！
42	哈哈，谢谢……不过这也只是一个念头而已，还没有什么具体打算啦。
43	诶——！你不能连续两次让我空欢喜一场吧？
44	……这也不是马上能拍板的事情啦，店铺选址还有建设成本等等，都是需要资金和时间的嘛。
45	这都是小事啦。我有一个办法，可以以最低的成本把这个店开起来！
46	什么办法！？
47	嘿嘿，森林住着一个都市派魔法使，她能够操纵人偶来为她工作，如果能说动她来帮忙的话就能省不少功夫了。
48	都市派？
49	她近几年一直在做“人偶巨大化计划”的实验，最近又整了个巨型人偶出来，你可以从这点入手，让她把那个巨型人偶拿来用一下。
50	听起来似乎是很珍贵的东西，她会这样轻易答应吗？
51	我跟她可是老交情了，我去拜托她，她肯定得给我个面子嘛！包在我身上~
52	那、那就麻烦您了！
53	你瞧，我把人给你带来啦——
54	您、您好！
55	你就是那个开食堂的妖怪吗……没想到是个妖力这么弱的夜雀，不会出什么事吧……
56	诶？会出什么事吗？
57	没事的没事的，这不是还有我们在嘛~
58	你惹的麻烦还不够多吗？总是一时兴起就去做些什么，闯了祸还不是要别人给你收拾烂摊子——
59	……仔细想想还是别和你扯上关系比较好。那个……老板娘？你最好也别搭理她。
60	……
61	哎哎哎——别这么说嘛。来都来了，不如听听她是怎么说的嘛——
62	魔理沙小姐……您刚刚不是说你们交情很深吗？我怎么感觉……
63	没事没事，交给我吧！
64	……
65	……
66	算了。你是怎么想到要到森林来开店的？
67	其实我只是随便提了一下而已，是魔理沙小姐极力落实……
68	……你又在打什么主意？
69	你真是冤枉我啦。我只是希望做了一天的实验、又累又饿的时候，可以轻松地吃上一顿消除疲劳的大餐而已。
70	真是赚了点钱就飘了啊，连饭都不想做了。
71	……不是啦。你大概没有尝过这家伙做的东西，别看她是个鸟脑袋，厨艺还是相当不错的咧！
72	鸟脑袋怎么就成贬义词了呜呜……
73	我和你可不一样，我早就学会了舍食魔法，就算不吃不喝也能用魔力来维持自身。
74	可你不还是保持着和人类一样的吃饭与睡觉的习惯嘛。别嘴硬啦，我又不是不知道。
75	……
76	好啦，把你做的那几个大型人偶拿出来用用呗。
77	魔法本来就是无数次实验下的成果。难得有实践的机会，就别舍不得了。
78	这话倒是有几分道理……唔……
79	等等，这事好歹是你起的头，凭什么光让我来出力了？你也得负点什么责任吧？？
80	这个好说，那我来搞定建材方面吧！
81	哇——！
82	平时捡的乱七八糟的材料居然真的被你派上用场了……
83	嘿嘿。老板娘，这样你这店的建成就毫无成本了，够意思吧~
84	实在太感谢了！！！
85	……行吧，既然话都说到这个份上了，我就答应你们吧，但愿能让我得到不错的实验数据。
86	谢谢你！爱丽丝小姐！
87	虽然有现成的材料，但我们得花点功夫，可能需要一两天的时间……
88	辛苦了！我会耐心等待的！
