ID	Context
0	屠自古小姐，我一直想不明白——
1	您和布都小姐都是千年前就侍奉在神子小姐身边的人，为什么她们成为了仙人，您却是亡灵的姿态呢？
2	这个事情说起来还蛮复杂的。简单来说就是上了布都那家伙的当吧~
3	上了布都小姐的当……吗……？诶？
4	等等——您的意思是说——
5	是布都小姐让您变成这幅模样的！？
6	那家伙很没轻没重，对吧？
7	你们、你们关系不是很要好吗？
8	是这样啊。我们从千年前关系就很要好了。
9	那是为什么……
10	算了，你也在意很久了吧？就告诉你啦——
11	虽然物部氏和苏我氏是围绕于佛教战争中的冤家对头，但布都和我都是自小侍奉在太子大人身边的侍从，也算是从小一起长大，感情一直很好。
12	那场围绕于佛教的战争，从结果来看是苏我氏的胜利……但我其实不太在意这些事。因为布都对我说，等到太子大人将来作为当权者复活后，我们都会作为参谋一起复活。
13	……她骗了您吗？
14	你知道尸解仙是怎么回事吗？
15	就是先死一次然后再复活的仙人？
16	没错。成为尸解仙的方法有很多，我们所用的方法是完全舍弃肉体，把灵魂寄宿到某个对象之上。
17	到适当的时候，这对象就会变成自己的姿态，取而代之尸体就会变化为对象的姿态。
18	嗯嗯！青娥小姐和布都小姐好像也提到过！
19	因为谁也说不好“适当的时候”到底什么时候才会到来，所以寄宿的对象要选择能够长时间不腐朽的东西。
20	太子大人选择了宝剑，布都选择了盘子，而我选择的是一个壶。
21	听起来都是可以存放很久的东西……所以为什么您会变成这个样子？
22	因为啊——布都那个家伙，偷偷把我的壶掉包成了一个没有烧制过的壶。
23	诶——！？
24	我的灵魂一寄宿上去，壶就直接溶化崩坏掉。就这样我失去了肉体，变成了亡灵。
25	布都小姐为什么要这样害您啊！？
26	估计还是对过去的战争中，自己的一族被歼灭的事抱有怨恨吧。不过她大概也没有真的想象过后果，就像她放火一样，一时兴起就去做了。总是纵容她、替她收拾烂摊子的我也有责任——
27	您怎么还替她辩解呢！？要不是她，您如今也飞升成仙人了啊！
28	唔……因为我所了解的她，一直就是这样的家伙啊。
29	也正因为她是这样的人，她才可以义无反顾地代替太子大人，先一步成为长眠的试验品。这样的勇气，我未必拥有……
30	唔……
31	布都是个性子直率过头的家伙……我和她不一样，过去的我陷于氏族的牵绊，没有力量反抗。是她给了我抗争的力量……
32	虽然您这么说……但我没猜错的话，这场欺骗应该就是您成为怨灵的真正原因吧！？
33	……的确。要说完全不介意是不可能的。一开始意识到自己被骗，我也非常生气……
34	就是说啊！怎么可能不生气！
35	我当时都想往她的盘子上划上几刀，让她复活后变成大花脸来着——
37	但是很快我就意识到，没有身体的感觉更畅快舒适，成为亡灵也没什么不好的。倒不如说，我更喜欢亡灵的状态。既然如此，也没必要报复她了。
38	这种事真的能这么轻易放下吗……
39	之前也说过，我和睡一觉就度过了千年的太子大人以及布都她们不同，这么长的时光里，我一直孤独地守护在大祀庙……
40	这漫长的时光本就难熬，如果一直心怀怨恨就更加度日如年了。
41	想要过得快活，果然还是得把脑袋清空啊！
42	……怨灵要是放下怨恨的话，不会马上成佛吗？
43	这我也不太清楚。我无论如何也不想离开太子大人，或许是这份依恋让我还无法成佛吧。
44	哎……我也不知道该说什么了……
45	我没有在逞强啦！你是不知道亡灵的状态有多方便。我生前常常受到氏族牵绊，没有太多地感受到自由，现在这种无拘无束的感觉，我真的非常畅快！
46	想想她们成为仙人，还要每天修炼，还要时刻提防地狱的长官来索命。从某种程度来说，我才是真正得到了永生的一方。
47	唔……这么一说，亡灵好像确实不比仙人差到哪里去……
48	就是这样哦！成为亡灵以后，我有了挥霍不尽的时间。若是你想，我也很愿意把时间分给你哦！
49	诶？这是什么意思？
50	我看你平时总在四处采集食材？仙界乃膏腴之地，拥有许多珍奇异卉。但你毕竟是外行人，找起来难免像盲头苍蝇一般，这不是得浪费很多时间吗？
51	您是说——
52	我的时间是不会枯竭。如果你有需要，我可以帮你去采集哦。
53	真的吗？那可真是帮大忙了。实不相瞒，我现在时间是越来越不够用了……
54	对我来说只是举手之劳，就当做是消磨时间吧~
55	非常感谢！虽然对您来说是消磨时间，但我不能这么厚脸皮地接受……这张演唱会的VIP票，是承载着我的梦想的门票。将它视为我的答谢，请您务必收下！
56	演唱会么……这上面怎么连日期也没有？
57	虽、虽然举办的日期还没有确定，但反过来说，只要持有这张VIP票，无论什么时候举办都可以凭票入场！
58	也就是说，这是张无限入场的超VIP票呐。
59	就是这样！
60	哈哈哈哈！这种没有任何束缚的邀请太合我的心意了。我就不客气地收下了！
61	我一定会努力办好每一场演唱会，让您的时间度过得更有意义的！
62	那我就好好期待啦——
