ID	Content
0	山女小姐，您在地底从事着偶像工作吗？
1	嗯？没有呀？
2	真的没有吗？您在地底的人气好高啊。
3	这个我也不太清楚。不过地底的大家确实都对我很亲切。
4	尤其是土蜘蛛们，非常爱护我。
5	那是因为您的性格非常开朗友善呀。就像一束光一样照亮了地底世界。
6	哪有那么夸张……
7	真的！每次和您说话我的心情都很轻松愉快。
8	老实说，地底的妖怪们精神大多都不太健康，我总是担心自己会惹他们不高兴……
9	地底的妖怪几乎都是经历了诸多坎坷、遭受了无数伤害，才会来到这个不见天日的地方。
10	就算表面看起来豪气万丈，内心其实都有着不愿触碰的荆棘。
11	但是，你总是小心翼翼地想要绕开那些荆棘的话，其实反而是在提醒他们荆棘的存在哦。
12	啊……
13	那么，我该怎么做比较好呢？
14	地上的妖怪是怎么相处的，在地底也适用啦。
15	可是……
16	地底的妖怪可没有你想的那么脆弱哦。只要你怀着真切诚恳的心意与他们交往，就不需要顾忌太多。
17	我明白了，我会努力向您看齐的！印象中您经常给地底的妖怪们分享生活，是吗？
18	对！我很喜欢分享！
19	任何能让我感到快乐的事物，我都希望大家能体验到。
20	只要是您推荐的，不管是什么，都能在地底掀起潮流呢。
21	是呀，看到自己喜好的东西被大家接受着喜爱着，感觉很幸福。
22	嗯……话是这样……
23	怎么啦？
24	就是那个……您喜欢的东西似乎都……
25	怎么吞吞吐吐的呀？直接说也没关系哦！
26	我上次看到您给土蜘蛛们分享给蜘蛛毛编辫子和染色的办法……
27	那个很可爱吧！
28	可爱？唔……对闯进风穴的人类来说，感觉威慑力会再上一层楼。还有最近盛行的那个鱼头水果派，似乎也是从您这儿传出去的？
29	你是说仰望天花板派吗？
30	仰、仰望天花板……
31	水果派里冒出一个鱼头，仿佛在看着地底的天花板，不是非常浪漫吗？
32	我只能感觉到绝望的气息。
33	米斯蒂娅，你缺乏一些想象力呀。推荐你去看看海的女儿哦~
34	难道真是我的问题吗？唔……地底的大家确实也很喜欢……
35	要不你也来做做看吧？相信在做的过程中，您就能明白其中的浪漫了。说不定还可以拉近你和地底妖怪们的距离哦！
36	既然这样，那我也来试试吧……
