ID	Content
0	那个人给你添麻烦了，实在很抱歉……这些食材请你务必要收下。
1	慧音小姐和妹红小姐关系原来很好啊……
2	公主让我送一些食材和酒水，犒劳你努力卖“不死鸟”。
3	请替我谢谢辉夜小姐！
4	那个……其实我还有一件事……
5	怎么啦？
6	或许你不知道，我其实一直在村子里贩卖师父大人做的药……但是生意不太好……
7	我、我明白了……但是我几乎从不生病，所以我也……
8	啊！我不是想向你推销——
9	唔……我是想说，能不能让我来你的店里打工？
10	诶！？
11	我之所以在村子里卖药，是因为师父要我多关注村子里的情况……
12	可是我对人类……我实在不太擅长和人类相处。结果钱也没赚到，情报也打听不到……
13	但是，如果你愿意雇佣我成为店员的话，我就不用勉强自己和人类套近乎，也能偷听——咳咳！也、也能赚到钱——
14	……
15	我什么脏活累活都愿意做，如果老板娘愿意雇佣我，我一定会鞠躬尽瘁，死而后已——
16	不、不至于……
17	唔……我也只有这个优点了……
18	怎么会呢！以铃仙小姐的形象和能力，如果愿意来我的店里，一定可以招揽到更多客人！
19	那……
20	嘿嘿——欢迎加入夜雀食堂！
21	真的吗！？太、太好了！太好了！！——
22	我、我得赶紧回去和师父报告！营业时请尽情地吩咐我吧！
23	好、好的……
24	铃仙小姐也真是不容易啊……
