ID	Content
0	最近家里的东西老是莫名其妙地消失，真是闹心啊！
1	你也是吗?最近似乎很多人说自己家里的东西神秘消失了。
2	这些东西又不会自己长腿跑掉……该不会是妖怪搞的鬼吧！?
3	也不是没可能啊……甚至有可能那些东西本身变成了妖怪……
4	哇！真可怕——
5	要是真的和妖怪有关的话，我可不敢再找下去，劝你也小心为上吧！
6	呜呜，就没有谁可以来帮帮我吗……
7	那个……如果不嫌弃，我可以帮你们去调查一下……
8	真的吗老板娘！?那可太感谢你了！
9	不用客气，就当作是你们经常来店里光顾的答谢吧~
10	(和当地顾客打好关系也是经营的一部分！我可以的！)
11	能跟我说一下详细的情况吗?
12	我好不容易在村口的借书屋抢到了阿加莎克里斯Q的新书，高兴极了，一口气熬夜看了一大半，马上就快看完了！|但因为前一天通宵排队，身体实在熬不下去，就睡着了……结果醒来以后，哪里都找不到这本书！|这可是当下最热门的书，一开售就被抢购完了，就算现在再去买也买不到了！|我还没看完结局啊，拜托了老板娘，请一定要帮帮我找到那本书！
13	好……大致情况我已经明白了。请问您还记得那天的移动轨迹吗?
14	从村口的借书屋拿到书，我就直接回家了。对了，我的家就在龙神像旁边。
15	明天先到村子里调查一下这段路吧！
